openalex_id,doi,title,year,venue,venue_issn,is_oa,oa_url,cited_by,n_authors,first_author,first_aff,concepts,abstract,has_ml,has_civil_text,has_civil_venue,has_civil,has_metric,is_review,is_bio_med,pass_screen
https://openalex.org/W4206133269,https://doi.org/10.3390/su14020845,Prediction of FRCM–Concrete Bond Strength with Machine Learning Approach,2022,Sustainability,2071-1050,True,https://www.mdpi.com/2071-1050/14/2/845/pdf?version=1641997259,46,7,Aman Kumar,Central Building Research Institute,Bond strength;Structural engineering;Materials science;Bond;Mortar,"Fibre-reinforced cement mortar (FRCM) has been widely utilised for the repair and restoration of building structures. The bond strength between FRCM and concrete typically takes precedence over the mechanical parameters. However, the bond behaviour of the FRCM–concrete interface is complex. Due to several failure modes, the prediction of bond strength is difficult to forecast. In this paper, effective machine learning models were employed in order to accurately predict the FRCM–concrete bond strength. This article employed a database of 382 test results available in the literature on single-lap and double-lap shear experiments on FRCM–concrete interfacial bonding. The compressive strength of concrete, width of concrete block, FRCM elastic modulus, thickness of textile layer, textile width, textile bond length, and bond strength of FRCM–concrete interface have been taken into consideration with popular machine learning models. The paper estimates the predictive accuracy of different machine learning models for estimating the FRCM–concrete bond strength and found that the GPR model has the highest accuracy with an R-value of 0.9336 for interfacial bond strength prediction. This study can be utilising in the estimation of bond strength to minimise the experimentation cost in minimum time.",True,True,True,True,True,False,False,True
https://openalex.org/W4288081194,https://doi.org/10.3390/ma15155207,Use of Artificial Intelligence for Predicting Parameters of Sustainable Concrete and Raw Ingredient Effects and Interactions,2022,Materials,1996-1944,True,https://www.mdpi.com/1996-1944/15/15/5207/pdf?version=1658929415,46,6,Muhammad Nasir Amin,King Faisal University,Ingredient;Artificial intelligence;Raw material;Active ingredient;Machine learning,"Incorporating waste material, such as recycled coarse aggregate concrete (RCAC), into construction material can reduce environmental pollution. It is also well-known that the inferior properties of recycled aggregates (RAs), when incorporated into concrete, can impact its mechanical properties, and it is necessary to evaluate the optimal performance. Accordingly, artificial intelligence has been used recently to evaluate the performance of concrete compressive behaviour for different types of construction material. Therefore, supervised machine learning techniques, i.e., DT-XG Boost, DT-Gradient Boosting, SVM-Bagging, and SVM-Adaboost, are executed in the current study to predict RCAC's compressive strength. Additionally, SHapley Additive exPlanations (SHAP) analysis shows the influence of input parameters on the compressive strength of RCAC and the interactions between them. The correlation coefficient (R<sup>2</sup>), root mean square error (RMSE), and mean absolute error (MAE) are used to assess the model's performance. Subsequently, the k-fold cross-validation method is executed to validate the model's performance. The R<sup>2</sup> value of 0.98 from DT-Gradient Boosting supersedes those of the other methods, i.e., DT- XG Boost, SVM-Bagging, and SVM-Adaboost. The DT-Gradient Boosting model, with a higher R<sup>2</sup> value and lower error (i.e., MAE, RMSE) values, had a better performance than the other ensemble techniques. The application of machine learning techniques for the prediction of concrete properties would consume fewer resources and take less time and effort for scholars in the respective engineering field. The forecasting of the proposed DT-Gradient Boosting models is in close agreement with the actual experimental results, as indicated by the assessment output showing the improved estimation of RCAC's compressive strength.",True,True,True,True,True,False,False,True
https://openalex.org/W4385482931,https://doi.org/10.3390/app13158889,XGBoost Prediction Model Optimized with Bayesian for the Compressive Strength of Eco-Friendly Concrete Containing Ground Granulated Blast Furnace Slag and Recycled Coarse Aggregate,2023,Applied Sciences,2076-3417,True,https://www.mdpi.com/2076-3417/13/15/8889/pdf?version=1690966245,45,6,Salwa R. Al-Taai,Mustansiriyah University,Compressive strength;Ground granulated blast-furnace slag;Environmentally friendly;Mean squared error;Materials science,"The construction industry has witnessed a substantial increase in the demand for eco-friendly and sustainable materials. Eco-friendly concrete containing Ground Granulated Blast Furnace Slag (GGBFS) and Recycled Coarse Aggregate (RCA) is such a material, which can contribute to a reduction in waste and promote environmental sustainability. Compressive strength is a crucial parameter in evaluating the performance of concrete. However, predicting the compressive strength of concrete containing GGBFS and RCA can be challenging. This study presents a novel XGBoost (eXtreme Gradient Boosting) prediction model for the compressive strength of eco-friendly concrete containing GGBFS and RCA, optimized using Bayesian optimization (BO). The model was trained on a comprehensive dataset consisting of several mix design parameters. The performance of the optimized XGBoost model was assessed using multiple evaluation metrics, including Root Mean Squared Error (RMSE), Mean Absolute Error (MAE), and coefficient of determination (R2). These metrics were calculated for both training and testing datasets to evaluate the model’s accuracy and generalization capabilities. The results demonstrated that the optimized XGBoost model outperformed other state-of-the-art machine learning models, such as Support Vector Regression (SVR), and K-nearest neighbors algorithm (KNN), in predicting the compressive strength of eco-friendly concrete containing GGBFS and RCA. An analysis using Partial Dependence Plots (PDP) was carried out to discern the influence of distinct input features on the compressive strength prediction. This PDP analysis highlighted the water-to-binder ratio, the age of the concrete, and the percentage of GGBFS used, as significant factors impacting the compressive strength of the eco-friendly concrete.",True,True,True,True,True,False,False,True
https://openalex.org/W4387276445,https://doi.org/10.1016/j.conbuildmat.2023.133553,Shear strength prediction of FRP-strengthened concrete beams using interpretable machine learning,2023,Construction and Building Materials,0950-0618,False,,45,7,Chenxin Wang,Nanjing Forestry University,Fibre-reinforced plastic;Structural engineering;Shear (geology);Artificial neural network;Reinforcement,,True,True,True,True,True,False,False,True
https://openalex.org/W4327545579,https://doi.org/10.1016/j.engstruct.2023.115956,A comprehensive and reliable investigation of axial capacity of Sy-CFST columns using machine learning-based models,2023,Engineering Structures,0141-0296,False,,45,3,Armin Memarzadeh,Mazandaran University of Science and Technology,Structural engineering;Ductility (Earth science);Parametric statistics;Artificial neural network;Column (typography),,True,True,True,True,True,False,False,True
https://openalex.org/W3215115172,https://doi.org/10.3390/ma14237134,Forecasting Strength of CFRP Confined Concrete Using Multi Expression Programming,2021,Materials,1996-1944,True,https://www.mdpi.com/1996-1944/14/23/7134/pdf?version=1637716784,45,7,Israr Ilyas,National University of Sciences and Technology,Materials science;Structural engineering;Composite material;Expression (computer science);Computer science,"This study provides the application of a machine learning-based algorithm approach names ""Multi Expression Programming"" (MEP) to forecast the compressive strength of carbon fiber-reinforced polymer (CFRP) confined concrete. The suggested computational Multiphysics model is based on previously reported experimental results. However, critical parameters comprise both the geometrical and mechanical properties, including the height and diameter of the specimen, the modulus of elasticity of CFRP, unconfined strength of concrete, and CFRP overall layer thickness. A detailed statistical analysis is done to evaluate the model performance. Then the validation of the soft computational model is made by drawing a comparison with experimental results and other external validation criteria. Moreover, the results and predictions of the presented soft computing model are verified by incorporating a parametric analysis, and the reliability of the model is compared with available models in the literature by an experimental versus theoretical comparison. Based on the findings, the valuation and performance of the proposed model is assessed with other strength models provided in the literature using the collated database. Thus the proposed model outperformed other existing models in term of accuracy and predictability. Both parametric and statistical analysis demonstrate that the proposed model is well trained to efficiently forecast strength of CFRP wrapped structural members. The presented study will promote its utilization in rehabilitation and retrofitting and contribute towards sustainable construction material.",True,True,True,True,True,False,False,True
https://openalex.org/W3087641498,https://doi.org/10.1155/2020/1236021,Vision‐Based Three‐Dimensional Reconstruction and Monitoring of Large‐Scale Steel Tubular Structures,2020,Advances in Civil Engineering,1687-8086,True,https://downloads.hindawi.com/journals/ace/2020/1236021.pdf,45,7,Yunchao Tang,Zhongkai University of Agriculture and Engineering,Point cloud;Image stitching;Computer science;Computer vision;Artificial intelligence,"A four‐ocular vision system is proposed for the three‐dimensional (3D) reconstruction of large‐scale concrete‐filled steel tube (CFST) under complex testing conditions. These measurements are vitally important for evaluating the seismic performance and 3D deformation of large‐scale specimens. A four‐ocular vision system is constructed to sample the large‐scale CFST; then point cloud acquisition, point cloud filtering, and point cloud stitching algorithms are applied to obtain a 3D point cloud of the specimen surface. A point cloud correction algorithm based on geometric features and a deep learning algorithm are utilized, respectively, to correct the coordinates of the stitched point cloud. This enhances the vision measurement accuracy in complex environments and therefore yields a higher‐accuracy 3D model for the purposes of real‐time complex surface monitoring. The performance indicators of the two algorithms are evaluated on actual tasks. The cross‐sectional diameters at specific heights in the reconstructed models are calculated and compared against laser rangefinder data to test the performance of the proposed algorithms. A visual tracking test on a CFST under cyclic loading shows that the reconstructed output well reflects the complex 3D surface after correction and meets the requirements for dynamic monitoring. The proposed methodology is applicable to complex environments featuring dynamic movement, mechanical vibration, and continuously changing features.",True,True,False,True,True,False,False,True
https://openalex.org/W4411853398,https://doi.org/10.1038/s41598-025-08526-w,Data-driven assessment of corrosion in reinforced concrete structures embedded in clay dominated soils,2025,Scientific Reports,2045-2322,True,https://www.nature.com/articles/s41598-025-08526-w.pdf,44,5,Shahbaz Ahmad,Aligarh Muslim University,Durability;Mean squared error;Backpropagation;Corrosion;Mean absolute percentage error,"The integration of Artificial Intelligence techniques, particularly Artificial Neural Networks (ANNs), has transformed predictive modeling in structural and durability engineering. This study investigates the use of ANN-based approaches to predict the corrosion rates of mild steel reinforcement embedded in cementitious composites subjected to clay-dominated soil environments. Key environmental parameters, sodium chloride (NaCl) content (0-4%), inhibitor dosage (DOI) (0-5%), and exposure duration (30-180 days), were selected as input variables. Two ANN architectures, Feedforward Backpropagation (FFBP) and Cascadeforward Backpropagation (CFBP), were developed and trained using 72 experimental data points extracted from the literature. The FFBP model outperformed CFBP in terms of predictive accuracy, achieving a correlation coefficient (R) of 0.998, a mean absolute percentage error (MAPE) of 30.43%, and a root mean square error (RMSE) of 0.071 during testing. Sensitivity analysis revealed that inhibitor dosage had the most significant influence on corrosion behavior, followed by NaCl concentration and exposure duration. The findings confirm that ANN models can effectively capture the nonlinear interactions governing corrosion progression, even under complex environmental conditions associated with clayey soils. This research provides a reliable and practical AI-driven framework for assessing corrosion risk, guiding material design, and enhancing long-term infrastructure durability in aggressive subsurface conditions. The study underscores the growing relevance of machine learning in simulating time-dependent deterioration processes in geotechnical and structural materials.",True,True,True,True,True,False,False,True
https://openalex.org/W4376137797,https://doi.org/10.3390/buildings13051258,Computer-Vision and Machine-Learning-Based Seismic Damage Assessment of Reinforced Concrete Structures,2023,Buildings,2075-5309,True,https://www.mdpi.com/2075-5309/13/5/1258/pdf?version=1683795639,44,5,Yang Xu,Harbin Institute of Technology,Overfitting;Robustness (evolution);Structural engineering;Reinforced concrete;Artificial neural network,"Seismic damage assessment of reinforced concrete (RC) structures is a vital issue for post-earthquake evaluation. Conventional onsite inspection depends greatly on subjective judgments and engineering experiences of human inspectors, and the efficiency is limited to large-scale urban areas. This study proposes a computer-vision and machine-learning-based seismic damage assessment framework for RC structures. A refined Park-Ang model is built to express the coupled effects of structural ductility and energy dissipation, which reflects the nonlinear seismic damage accumulation and generates a synthetical seismic damage indicator within 0~1 using hysteretic curve data. A deep neural network is established to regress the damage indicator using damage-related and design-related parameters as inputs. The results show that the correlation coefficients between the predicted and actual seismic damage index exceed 0.98, and the predicted seismic damage index is unbiased and stable without overfitting. Furthermore, the effectiveness, robustness, and generalization ability of the proposed method are verified.",True,True,True,True,True,False,False,True
https://openalex.org/W4291162386,https://doi.org/10.3390/su14169901,Application of Machine Learning and Multivariate Statistics to Predict Uniaxial Compressive Strength and Static Young’s Modulus Using Physical Properties under Different Thermal Conditions,2022,Sustainability,2071-1050,True,https://www.mdpi.com/2071-1050/14/16/9901/pdf?version=1660285913,44,10,Naseer Muhammad Khan,"Balochistan University of Information Technology, Engineering and Management Sciences",Compressive strength;Artificial neural network;Correlation coefficient;Linear regression;Porosity,"Uniaxial compressive strength (UCS) and the static Young’s modulus (Es) are fundamental parameters for the effective design of engineering structures in a rock mass environment. Determining these two parameters in the laboratory is time-consuming and costly, and the results may be inappropriate if the testing process is not properly executed. Therefore, most researchers prefer alternative methods to estimate these two parameters. This work evaluates the thermal effect on the physical, chemical, and mechanical properties of marble rock, and proposes a prediction model for UCS and ES using multi-linear regression (MLR), artificial neural networks (ANNs), random forest (RF), and k-nearest neighbor. The temperature (T), P-wave velocity (PV), porosity (η), density (ρ), and dynamic Young’s modulus (Ed) were taken as input variables for the development of predictive models based on MLR, ANN, RF, and KNN. Moreover, the performance of the developed models was evaluated using the coefficient of determination (R2) and mean square error (MSE). The thermal effect results unveiled that, with increasing temperature, the UCS, ES, PV, and density decrease while the porosity increases. Furthermore, ES and UCS prediction models have an R2 of 0.81 and 0.90 for MLR, respectively, and 0.85 and 0.95 for ANNs, respectively, while KNN and RF have given the R2 value of 0.94 and 0.97 for both ES and UCS. It is observed from the statistical analysis that P-waves and temperature show a strong correlation under the thermal effect in the prediction model of UCS and ES. Based on predictive performance, the RF model is proposed as the best model for predicting UCS and ES under thermal conditions.",True,True,True,True,True,False,False,True
https://openalex.org/W4391560002,https://doi.org/10.1016/j.rineng.2024.101837,Forecasting the strength of graphene nanoparticles-reinforced cementitious composites using ensemble learning algorithms,2024,Results in Engineering,2590-1230,True,https://ars.els-cdn.com/content/image/1-s2.0-S2590123024000902-ga1_lrg.jpg,43,7,Majid Khan,COMSATS University Islamabad,Cementitious;Mean squared error;Materials science;Compressive strength;Durability,"Contemporary infrastructure requires structural elements with enhanced mechanical strength and durability. Integrating nanomaterials into concrete is a promising solution to improve concrete strength and durability. However, the intricacies of such nanoscale cementitious composites are highly complex. Traditional regression models encounter limitations in capturing these intricate compositions to provide accurate and reliable estimations. This study focuses on developing robust prediction models for the compressive strength (CS) of graphene nanoparticle-reinforced cementitious composites (GrNCC) through machine learning (ML) algorithms. Three ML models, bagging regressor (BR), decision tree (DT), and AdaBoost regressor (AR), were employed to predict CS based on a comprehensive dataset of 172 experimental values. Seven input parameters, including graphite nanoparticle (GrN) diameter, water-to-cement ratio (wc), GrN content (GC), ultrasonication (US), sand content (SC), curing age (CA), and GrN thickness (GT), were considered. The models were trained with 70 % of the data, and the remaining 30 % of the data was used for testing the models. Statistical metrics such as mean absolute error (MAE), root mean square error (RMSE) and correlation coefficient (R) were employed to assess the predictive accuracy of the models. The DT and AR models demonstrated exceptional accuracy, yielding high correlation coefficients of 0.983 and 0.979 for training, and 0.873 and 0.822 for testing, respectively. Shapley Additive exPlanation (SHAP) analysis highlighted the influential role of curing age and GrN thickness (GT), positively impacting CS, while an increased water-to-cement ratio (w/c) negatively affected CS. This study showcases the efficacy of ML techniques in accurately predicting CS of graphene nanoparticle-modified concrete, offering a swift and cost-effective approach for assessing nanomaterial impact on concrete strength and reducing reliance on time-consuming and expensive experiments.",True,True,False,True,True,False,False,True
https://openalex.org/W4292265588,https://doi.org/10.1016/j.jobe.2022.105046,Predicting nominal shear capacity of reinforced concrete wall in building by metaheuristics-optimized machine learning,2022,Journal of Building Engineering,2352-7102,False,,43,6,Jui‐Sheng Chou,National Taiwan University of Science and Technology,Shear wall;Structural engineering;Computer science;Metaheuristic;Reinforced concrete,,True,True,True,True,True,False,False,True
https://openalex.org/W2968561194,https://doi.org/10.1016/j.conbuildmat.2019.07.312,"High-performance fiber reinforced concrete as a repairing material to normal concrete structures: Experiments, numerical simulations and a machine learning-based prediction model",2019,Construction and Building Materials,0950-0618,False,,43,6,Pengcheng Jiao,Zhejiang Ocean University,Materials science;Structural engineering;Composite material;Bending;Flexural strength,,True,True,True,True,True,False,False,True
https://openalex.org/W4388456456,https://doi.org/10.1007/s40430-023-04525-y,Structural health monitoring of beam model based on swarm intelligence-based algorithms and neural networks employing FRF,2023,Journal of the Brazilian Society of Mechanical Sciences and Engineering,1678-5878,True,https://link.springer.com/content/pdf/10.1007/s40430-023-04525-y.pdf,42,5,Fatima Achouri,Université Mustapha Stambouli de Mascara,Particle swarm optimization;Artificial neural network;Swarm behaviour;Algorithm;Convergence (economics),"Abstract In recent decades, swarm optimization methods have been employed to address various optimization problems in structural health monitoring (SHM). One of the widely recognized swarm-based algorithms, particle swarm optimization (PSO), has gained significant popularity and found extensive applications across diverse fields. However, it presents some limitations, such as the low convergence rate in the iterative process. The butterfly optimization algorithm (BOA) is a recently developed algorithm that has demonstrated its performance in solving a variety of optimization problems. In this research, a novel hybrid swarm optimization algorithm is introduced, integrating PSO and BOA, with the aim of enhancing its effectiveness. To overcome the limitations of the traditional Artificial Neural Network (ANN) technique and enhance its training performance, this new hybrid algorithm is integrated with ANN. The study offers valuable insights into the creation of a predictive model, known as PSO-BOA-ANN, for detecting structural damage. Input parameters for the model include natural frequencies, while the output parameter is the severity of the damage. To test the efficiency of the proposed technique, data were collected from a finite element model using a simulation tool, and from frequency response function (FRF) after experimental modal analysis for single and double cracked aluminum beams considering different crack depths. A comparative analysis was conducted between the results obtained from PSO, BOA, GA, and their respective combinations with ANN. The findings indicate that the novel PSO-BOA-ANN approach outperforms the other approaches in terms of accuracy when it comes to damage prediction.",True,True,False,True,True,False,False,True
https://openalex.org/W4224443859,https://doi.org/10.3390/buildings12050550,Shear Strength Prediction of Slender Steel Fiber Reinforced Concrete Beams Using a Gradient Boosting Regression Tree Method,2022,Buildings,2075-5309,True,https://www.mdpi.com/2075-5309/12/5/550/pdf?version=1650953900,42,6,Amjed Shatnawi,Al al-Bayt University,Structural engineering;Boosting (machine learning);Shear (geology);Computer science;Gradient boosting,"For the design or assessment of concrete structures that incorporate steel fiber in their elements, the accurate prediction of the shear strength of steel fiber reinforced concrete (SFRC) beams is critical. Unfortunately, traditional empirical methods are based on a small and limited dataset, and their abilities to accurately estimate the shear strength of SFRC beams are arguable. This drawback can be reduced by developing an accurate machine learning based model. The problem with using a high accuracy machine learning (ML) model is its interpretation since it works as a black-box model that is highly sophisticated for humans to comprehend directly. For this reason, Shapley additive explanations (SHAP), one of the methods used to open a black-box machine learning model, is combined with highly accurate machine learning techniques to build an explainable ML model to predict the shear strength of SFRC slender beams. For this, a database of 330 beams with varying design attributes and geometries was developed. The new gradient boosting regression tree (GBRT) machine learning model was compared statistically to experimental data and current shear design models to evaluate its performance. The proposed GBRT model gives predictions that are very similar to the experimentally observed shear strength and has a better and unbiased predictive performance in comparison to other existing developed models. The SHAP approach shows that the beam width and effective depth are the most important factors, followed by the concrete strength and the longitudinal reinforcement ratio. In addition, the outputs are also affected by the steel fiber factor and the shear-span to effective depth ratio. The fiber tensile strength and the aggregate size have the lowest effect, with only about 1% on average to change the predicted value of the shear strength. By building an accurate ML model and by opening its black-box, future researchers can focus on some attributes rather than others.",True,True,True,True,True,False,False,True
https://openalex.org/W3092317165,https://doi.org/10.1007/s10518-020-00960-7,Seismic vulnerability of above-ground storage tanks with unanchored support conditions for Na-tech risks based on Gaussian process regression,2020,Bulletin of Earthquake Engineering,1570-761X,True,https://link.springer.com/content/pdf/10.1007/s10518-020-00960-7.pdf,42,4,Hoang Nam Phan,University of Da Nang,Fragility;Structural engineering;Parametric statistics;Engineering;Limit state design,"Abstract This paper aims to investigate the seismic vulnerability of an existing unanchored steel storage tank ideally installed in a refinery in Sicily (Italy), along the lines of performance-based earthquake engineering. Tank performance is estimated by means of component-level fragility curves for specific limit states. The assessment is based on a framework that relies on a three-dimensional finite element (3D FE) model and a low-fidelity demand model based on Gaussian process regression, which allows for cheaper simulations. Moreover, to approximate the system response corresponding to the random variation of both peak ground acceleration and liquid filling level, a second-order design of experiments method is adopted. Hence, a parametric investigation is conducted on a specific existing unanchored steel storage tank. The relevant 3D FE model is validated with an experimental campaign carried out on a shaking table test. Special attention is paid to the base uplift due to significant inelastic deformations that occur at the baseplate close to the welded baseplate-to-wall connection, offering extensive information on both capacity and demand. As a result, the tank performance is estimated by means of component-level fragility curves for the aforementioned limit state which are derived through Monte Carlo simulations. The flexibility of the proposed framework allows fragility curves to be derived considering both deterministic and random filling levels. The comparison of the seismic vulnerability of the tank obtained with probabilistic and deterministic mechanical models demonstrates the conservatism of the latter. The same trend is also exhibited in terms of risk assessment.",True,True,True,True,True,False,False,True
https://openalex.org/W4390730447,https://doi.org/10.3390/s24020386,A Deep Learning Approach for Autonomous Compression Damage Identification in Fiber-Reinforced Concrete Using Piezoelectric Lead Zirconate Titanate Transducers,2024,Sensors,1424-8220,True,https://www.mdpi.com/1424-8220/24/2/386/pdf?version=1704771564,41,5,George M. Sapidis,Democritus University of Thrace,Lead zirconate titanate;EMI;Structural health monitoring;Transducer;Materials science,"Effective damage identification is paramount to evaluating safety conditions and preventing catastrophic failures of concrete structures. Although various methods have been introduced in the literature, developing robust and reliable structural health monitoring (SHM) procedures remains an open research challenge. This study proposes a new approach utilizing a 1-D convolution neural network to identify the formation of cracks from the raw electromechanical impedance (EMI) signature of externally bonded piezoelectric lead zirconate titanate (PZT) transducers. Externally bonded PZT transducers were used to determine the EMI signature of fiber-reinforced concrete specimens subjected to monotonous and repeatable compression loading. A leave-one-specimen-out cross-validation scenario was adopted for the proposed SHM approach for a stricter and more realistic validation procedure. The experimental study and the obtained results clearly demonstrate the capacity of the introduced approach to provide autonomous and reliable damage identification in a PZT-enabled SHM system, with a mean accuracy of 95.24% and a standard deviation of 5.64%.",True,True,False,True,True,False,False,True
https://openalex.org/W4400279450,https://doi.org/10.1038/s41598-024-66123-9,Data-driven prediction on critical mechanical properties of engineered cementitious composites based on machine learning,2024,Scientific Reports,2045-2322,True,https://www.nature.com/articles/s41598-024-66123-9.pdf,41,2,Shuangquan Qing,Changsha University of Science and Technology,Ultimate tensile strength;Flexural strength;Compressive strength;Computer science;Machine learning,"The present study introduces a novel approach utilizing machine learning techniques to predict the crucial mechanical properties of engineered cementitious composites (ECCs), spanning from typical to exceptionally high strength levels. These properties, including compressive strength, flexural strength, tensile strength, and tensile strain capacity, can not only be predicted but also precisely estimated. The investigation encompassed a meticulous compilation and examination of 1532 datasets sourced from pertinent research. Four machine learning algorithms, linear regression (LR), K nearest neighbors (KNN), random forest (RF), and extreme gradient boosting (XGB), were used to establish the prediction model of ECC mechanical properties and determine the optimal model. The optimal model was utilized to employ SHapley Additive exPlanations (SHAP) for scrutinizing feature importance and conducting an in-depth parametric analysis. Subsequently, a comprehensive control strategy was devised for ECC mechanical properties. This strategy can provide actionable guidance for ECC design, equipping engineers and professionals in civil engineering and material science to make informed decisions throughout their design endeavors. The results show that the RF model demonstrated the highest prediction accuracy for compressive strength and flexural strength, with R<sup>2</sup> values of 0.92 and 0.91 on the test set. The XGB model outperformed in predicting tensile strength and tensile strain capacity, with R<sup>2</sup> values of 0.87 and 0.80 on the test set, respectively. The prediction of tensile strain capacity was the least accurate. Meanwhile, the MAE of the tensile strain capacity was a mere 0.84%, smaller than the variability (1.77%) of the test results in previous research. Compressive strength and tensile strength demonstrated high sensitivity to variations in both water-cement ratio (W) and water reducer (WR). In contrast, flexural strength exhibited high sensitivity solely to changes in W. Conversely, the sensitivity of tensile strain capacity to input features was moderate and consistent. The mechanical attributes of ECC emerged from the combined effects of multiple positive and negative features. Notably, WR exerted the most significant influence on compressive strength among all features, whereas polyethylene (PE) fiber emerged as the primary driver affecting flexural strength, tensile strength, and tensile strain capacity.",True,True,True,True,True,False,False,True
https://openalex.org/W4386291384,https://doi.org/10.1007/s10999-023-09675-4,Prediction of shear behavior of glass FRP bars-reinforced ultra-highperformance concrete I-shaped beams using machine learning,2023,International Journal of Mechanics and Materials in Design,1569-1713,True,https://link.springer.com/content/pdf/10.1007/s10999-023-09675-4.pdf,41,7,Asif Ahmed,Tongji University,Fibre-reinforced plastic;Structural engineering;Artificial neural network;Support vector machine;Hyperparameter,"Abstract This study focuses on using various machine learning (ML) models to evaluate the shear behaviors of ultra-high-performance concrete (UHPC) beams reinforced with glass fiber-reinforced polymer (GFRP) bars. The main objective of the study is to predict the shear strength of UHPC beams reinforced with GFRP bars using ML models. We use four different ML models: support vector machine (SVM), artificial neural network (ANN), random forest (R.F.), and extreme gradient boosting (XGBoost). The experimental database used in the study is acquired from various literature sources and comprises 54 test observations with 11 input features. These input features are likely parameters related to the composition, geometry, and properties of the UHPC beams and GFRP bars. To ensure the ML models' generalizability and scalability, random search methods are utilized to tune the hyperparameters of the algorithms. This tuning process helps improve the performance of the models when predicting the shear strength. The study uses the ACI318M-14 and Eurocode 2 standard building codes to predict the shear capacity behavior of GFRP bars-reinforced UHPC I-shaped beams. The ML models' predictions are compared to the results obtained from these building code standards. According to the findings, the XGBoost model demonstrates the highest predictive test performance among the investigated ML models. The study employs the SHAP (SHapley Additive exPlanations) analysis to assess the significance of each input parameter in the ML models' predictive capabilities. A Taylor diagram is used to statistically compare the accuracy of the ML models. This study concludes that ML models, particularly XGBoost, can effectively predict the shear capacity behavior of GFRP bars-reinforced UHPC I-shaped beams.",True,True,True,True,True,False,False,True
https://openalex.org/W4306937574,https://doi.org/10.3390/ma15207344,Evaluating the Strength and Impact of Raw Ingredients of Cement Mortar Incorporating Waste Glass Powder Using Machine Learning and SHapley Additive ExPlanations (SHAP) Methods,2022,Materials,1996-1944,True,https://www.mdpi.com/1996-1944/15/20/7344/pdf?version=1666360595,41,7,Hassan Ali Alkadhim,King Faisal University,Compressive strength;Raw material;Cement;Mortar;Flexural strength,"This research employed machine learning (ML) and SHapley Additive ExPlanations (SHAP) methods to assess the strength and impact of raw ingredients of cement mortar (CM) incorporated with waste glass powder (WGP). The data required for this study were generated using an experimental approach. Two ML methods were employed, i.e., gradient boosting and random forest, for compressive strength (CS) and flexural strength (FS) estimation. The performance of ML approaches was evaluated by comparing the coefficient of determination (R<sup>2</sup>), statistical checks, k-fold assessment, and analyzing the variation between experimental and estimated strength. The results of the ML-based modeling approaches revealed that the gradient boosting model had a good degree of precision, but the random forest model predicted the strength of the WGP-based CM with a greater degree of precision for CS and FS prediction. The SHAP analysis revealed that fine aggregate was a critical raw material, with a stronger negative link to the strength of the material, whereas WGP and cement had a greater positive effect on the strength of CM. Utilizing such approaches will benefit the building sector by supporting the progress of rapid and inexpensive approaches for identifying material attributes and the impact of raw ingredients.",True,True,True,True,True,False,False,True
https://openalex.org/W4402972852,https://doi.org/10.1186/s40069-024-00707-7,High-Strength Self-Compacting Concrete Production Incorporating Supplementary Cementitious Materials: Experimental Evaluations and Machine Learning Modelling,2024,International Journal of Concrete Structures and Materials,1976-0485,True,https://link.springer.com/content/pdf/10.1186/s40069-024-00707-7.pdf,40,10,Md. Habibur Rahman Sobuz,INTI International University,Cementitious;Structural material;Materials science;Production (economics);Solid mechanics,"Abstract This study investigates mechanical properties, durability performance, non-destructive testing (NDT) characteristics, environmental impact evaluation, and advanced machine learning (ML) modelling techniques employed in the analysis of high-strength self-compacting concrete (HSSCC) incorporating varying supplementary cementitious materials (SCMs) to develop sustainable building construction. The findings from the fresh characteristics test indicate that mixes’ optimal flowability and passing qualities can be achieved using different concentrations of marble powder (MP) alongside a consistent amount of silica fume (SF) and fly ash (FA). Moreover, the incorporation of 10% MP along with 10% FA and 20% SF in HSSCC significantly improved the compressive strength by 14.68%, while the splitting tensile strength increased by 15.59% compared to the reference mix at 56 days. While random forest (RF), gradient boosting (GB), and their ensemble models exhibit strong coefficient correlation (R 2 ) values, the GB model demonstrates more precision, indicating reliable predicted outcomes of the mechanical properties. Following subsequent testing, it has been demonstrated that incorporating SCMs improves the NDT properties of HSSCC and enhances its durability. The finer MP, SF, and FA particles enhanced microstructural performance by minimizing voids and cracks while improving the C–H–S bond. As noticed by its lower CO 2 -eq per MPa for SCMs, the HSSCC mix with up to 15% MP inclusion increased mechanical strength while reducing the environmental footprint, making it an eco-friendly concrete alternative.",True,True,True,True,True,False,False,True
