scenario,outer_fold,protocol,alpha,model,margin,inner_r_all,inner_coverage,feasible,chosen,reason,action_set,confidence
beam_release,1,source,0.1,Ridge,0.05,0.10125,0.5358,False,False,,,
beam_release,1,source,0.1,Ridge,0.1,0.09657,0.5296,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,1,source,0.1,Ridge,0.15,0.08723,0.5187,True,False,,,
beam_release,1,source,0.1,Ridge,0.2,0.07788,0.5047,True,False,,,
beam_release,1,source,0.1,Ridge,0.25,0.06542,0.4907,True,False,,,
beam_release,1,source,0.1,Ridge,0.3,0.05607,0.4813,True,False,,,
beam_release,1,source,0.1,Ridge,0.35,0.0514,0.4751,True,False,,,
beam_release,1,source,0.1,Ridge,0.4,0.04984,0.4688,True,False,,,
beam_release,1,source,0.1,Ridge,0.45,0.04517,0.4564,True,False,,,
beam_release,1,source,0.1,Ridge,0.5,0.04206,0.4486,True,False,,,
beam_release,1,source,0.1,Ridge,0.55,0.0405,0.4377,True,False,,,
beam_release,1,source,0.1,Ridge,0.6,0.03738,0.433,True,False,,,
beam_release,1,source,0.1,Ridge,0.65,0.03738,0.4237,True,False,,,
beam_release,1,source,0.1,Ridge,0.7,0.03427,0.4174,True,False,,,
beam_release,1,source,0.1,Ridge,0.75,0.03115,0.4143,True,False,,,
beam_release,1,source,0.1,Ridge,0.8,0.02804,0.405,True,False,,,
beam_release,1,source,0.1,Ridge,0.85,0.02648,0.3972,True,False,,,
beam_release,1,source,0.1,Ridge,0.9,0.02492,0.391,True,False,,,
beam_release,1,source,0.1,Ridge,0.95,0.02181,0.3816,True,False,,,
beam_release,1,source,0.1,Ridge,1.0,0.02181,0.3738,True,False,,,
beam_release,1,source,0.1,RandomForest,0.0,0.04361,0.4907,True,False,,,
beam_release,1,source,0.1,RandomForest,0.05,0.04361,0.4891,True,False,,,
beam_release,1,source,0.1,RandomForest,0.1,0.04361,0.4891,True,False,,,
beam_release,1,source,0.1,RandomForest,0.15,0.04361,0.486,True,False,,,
beam_release,1,source,0.1,RandomForest,0.2,0.04361,0.4844,True,False,,,
beam_release,1,source,0.1,RandomForest,0.25,0.04361,0.4798,True,False,,,
beam_release,1,source,0.1,RandomForest,0.3,0.04361,0.4766,True,False,,,
beam_release,1,source,0.1,RandomForest,0.35,0.04361,0.4751,True,False,,,
beam_release,1,source,0.1,RandomForest,0.4,0.04361,0.4704,True,False,,,
beam_release,1,source,0.1,RandomForest,0.45,0.04206,0.4657,True,False,,,
beam_release,1,source,0.1,RandomForest,0.5,0.03738,0.4548,True,False,,,
beam_release,1,source,0.1,RandomForest,0.55,0.03738,0.4533,True,False,,,
beam_release,1,source,0.1,RandomForest,0.6,0.03583,0.4502,True,False,,,
beam_release,1,source,0.1,RandomForest,0.65,0.03583,0.447,True,False,,,
beam_release,1,source,0.1,RandomForest,0.7,0.03583,0.4424,True,False,,,
beam_release,1,source,0.1,RandomForest,0.75,0.03583,0.4377,True,False,,,
beam_release,1,source,0.1,RandomForest,0.8,0.03427,0.4174,True,False,,,
beam_release,1,source,0.1,RandomForest,0.85,0.03271,0.4081,True,False,,,
beam_release,1,source,0.1,RandomForest,0.9,0.03271,0.4003,True,False,,,
beam_release,1,source,0.1,RandomForest,0.95,0.0109,0.3692,True,False,,,
beam_release,1,source,0.1,RandomForest,1.0,0.00467,0.352,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.0,0.04829,0.514,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.05,0.04829,0.514,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.1,0.04829,0.5078,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.15,0.04673,0.5047,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.2,0.04361,0.5016,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.25,0.04361,0.4922,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.3,0.04361,0.4875,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.35,0.04361,0.4829,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.4,0.04361,0.4813,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.45,0.04361,0.472,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.5,0.04361,0.4704,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.55,0.03738,0.4517,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.6,0.03115,0.4346,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.65,0.03115,0.4299,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.7,0.03115,0.4221,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.75,0.03115,0.4128,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.8,0.02181,0.3956,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.85,0.00156,0.3598,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.9,0.00156,0.3536,True,False,,,
beam_release,1,source,0.1,GradientBoosting,0.95,0.0,0.3458,True,False,,,
beam_release,1,source,0.1,GradientBoosting,1.0,0.0,0.3411,True,False,,,
beam_release,1,source,0.2,Ridge,0.0,0.10748,0.5467,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,1,source,0.2,Ridge,0.05,0.10125,0.5358,True,False,,,
beam_release,1,source,0.2,Ridge,0.1,0.09657,0.5296,True,False,,,
beam_release,1,source,0.2,Ridge,0.15,0.08723,0.5187,True,False,,,
beam_release,1,source,0.2,Ridge,0.2,0.07788,0.5047,True,False,,,
beam_release,1,source,0.2,Ridge,0.25,0.06542,0.4907,True,False,,,
beam_release,1,source,0.2,Ridge,0.3,0.05607,0.4813,True,False,,,
beam_release,1,source,0.2,Ridge,0.35,0.0514,0.4751,True,False,,,
beam_release,1,source,0.2,Ridge,0.4,0.04984,0.4688,True,False,,,
beam_release,1,source,0.2,Ridge,0.45,0.04517,0.4564,True,False,,,
beam_release,1,source,0.2,Ridge,0.5,0.04206,0.4486,True,False,,,
beam_release,1,source,0.2,Ridge,0.55,0.0405,0.4377,True,False,,,
beam_release,1,source,0.2,Ridge,0.6,0.03738,0.433,True,False,,,
beam_release,1,source,0.2,Ridge,0.65,0.03738,0.4237,True,False,,,
beam_release,1,source,0.2,Ridge,0.7,0.03427,0.4174,True,False,,,
beam_release,1,source,0.2,Ridge,0.75,0.03115,0.4143,True,False,,,
beam_release,1,source,0.2,Ridge,0.8,0.02804,0.405,True,False,,,
beam_release,1,source,0.2,Ridge,0.85,0.02648,0.3972,True,False,,,
beam_release,1,source,0.2,Ridge,0.9,0.02492,0.391,True,False,,,
beam_release,1,source,0.2,Ridge,0.95,0.02181,0.3816,True,False,,,
beam_release,1,source,0.2,Ridge,1.0,0.02181,0.3738,True,False,,,
beam_release,1,source,0.2,RandomForest,0.0,0.04361,0.4907,True,False,,,
beam_release,1,source,0.2,RandomForest,0.05,0.04361,0.4891,True,False,,,
beam_release,1,source,0.2,RandomForest,0.1,0.04361,0.4891,True,False,,,
beam_release,1,source,0.2,RandomForest,0.15,0.04361,0.486,True,False,,,
beam_release,1,source,0.2,RandomForest,0.2,0.04361,0.4844,True,False,,,
beam_release,1,source,0.2,RandomForest,0.25,0.04361,0.4798,True,False,,,
beam_release,1,source,0.2,RandomForest,0.3,0.04361,0.4766,True,False,,,
beam_release,1,source,0.2,RandomForest,0.35,0.04361,0.4751,True,False,,,
beam_release,1,source,0.2,RandomForest,0.4,0.04361,0.4704,True,False,,,
beam_release,1,source,0.2,RandomForest,0.45,0.04206,0.4657,True,False,,,
beam_release,1,source,0.2,RandomForest,0.5,0.03738,0.4548,True,False,,,
beam_release,1,source,0.2,RandomForest,0.55,0.03738,0.4533,True,False,,,
beam_release,1,source,0.2,RandomForest,0.6,0.03583,0.4502,True,False,,,
beam_release,1,source,0.2,RandomForest,0.65,0.03583,0.447,True,False,,,
beam_release,1,source,0.2,RandomForest,0.7,0.03583,0.4424,True,False,,,
beam_release,1,source,0.2,RandomForest,0.75,0.03583,0.4377,True,False,,,
beam_release,1,source,0.2,RandomForest,0.8,0.03427,0.4174,True,False,,,
beam_release,1,source,0.2,RandomForest,0.85,0.03271,0.4081,True,False,,,
beam_release,1,source,0.2,RandomForest,0.9,0.03271,0.4003,True,False,,,
beam_release,1,source,0.2,RandomForest,0.95,0.0109,0.3692,True,False,,,
beam_release,1,source,0.2,RandomForest,1.0,0.00467,0.352,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.0,0.04829,0.514,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.05,0.04829,0.514,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.1,0.04829,0.5078,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.15,0.04673,0.5047,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.2,0.04361,0.5016,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.25,0.04361,0.4922,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.3,0.04361,0.4875,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.35,0.04361,0.4829,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.4,0.04361,0.4813,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.45,0.04361,0.472,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.5,0.04361,0.4704,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.55,0.03738,0.4517,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.6,0.03115,0.4346,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.65,0.03115,0.4299,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.7,0.03115,0.4221,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.75,0.03115,0.4128,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.8,0.02181,0.3956,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.85,0.00156,0.3598,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.9,0.00156,0.3536,True,False,,,
beam_release,1,source,0.2,GradientBoosting,0.95,0.0,0.3458,True,False,,,
beam_release,1,source,0.2,GradientBoosting,1.0,0.0,0.3411,True,False,,,
beam_release,2,random,0.05,Ridge,0.0,0.01708,0.4876,True,False,,,
beam_release,2,random,0.05,Ridge,0.05,0.01087,0.4736,True,False,,,
beam_release,2,random,0.05,Ridge,0.1,0.00621,0.4596,True,False,,,
beam_release,2,random,0.05,Ridge,0.15,0.00311,0.4472,True,False,,,
beam_release,2,random,0.05,Ridge,0.2,0.0,0.4332,True,False,,,
beam_release,2,random,0.05,Ridge,0.25,0.0,0.427,True,False,,,
beam_release,2,random,0.05,Ridge,0.3,0.0,0.4208,True,False,,,
beam_release,2,random,0.05,Ridge,0.35,0.0,0.413,True,False,,,
beam_release,2,random,0.05,Ridge,0.4,0.0,0.4037,True,False,,,
beam_release,2,random,0.05,Ridge,0.45,0.0,0.3975,True,False,,,
beam_release,2,random,0.05,Ridge,0.5,0.0,0.3929,True,False,,,
beam_release,2,random,0.05,Ridge,0.55,0.0,0.3866,True,False,,,
beam_release,2,random,0.05,Ridge,0.6,0.0,0.382,True,False,,,
beam_release,2,random,0.05,Ridge,0.65,0.0,0.3773,True,False,,,
beam_release,2,random,0.05,Ridge,0.7,0.0,0.3742,True,False,,,
beam_release,2,random,0.05,Ridge,0.75,0.0,0.3649,True,False,,,
beam_release,2,random,0.05,Ridge,0.8,0.0,0.3571,True,False,,,
beam_release,2,random,0.05,Ridge,0.85,0.0,0.3525,True,False,,,
beam_release,2,random,0.05,Ridge,0.9,0.0,0.3447,True,False,,,
beam_release,2,random,0.05,Ridge,0.95,0.0,0.3432,True,False,,,
beam_release,2,random,0.05,Ridge,1.0,0.0,0.337,True,False,,,
beam_release,2,random,0.05,RandomForest,0.0,0.02174,0.4922,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,2,random,0.05,RandomForest,0.05,0.00776,0.4674,True,False,,,
beam_release,2,random,0.05,RandomForest,0.1,0.00466,0.4565,True,False,,,
beam_release,2,random,0.05,RandomForest,0.15,0.00311,0.4457,True,False,,,
beam_release,2,random,0.05,RandomForest,0.2,0.00311,0.441,True,False,,,
beam_release,2,random,0.05,RandomForest,0.25,0.00155,0.4317,True,False,,,
beam_release,2,random,0.05,RandomForest,0.3,0.0,0.4146,True,False,,,
beam_release,2,random,0.05,RandomForest,0.35,0.0,0.4053,True,False,,,
beam_release,2,random,0.05,RandomForest,0.4,0.0,0.4022,True,False,,,
beam_release,2,random,0.05,RandomForest,0.45,0.0,0.3975,True,False,,,
beam_release,2,random,0.05,RandomForest,0.5,0.0,0.396,True,False,,,
beam_release,2,random,0.05,RandomForest,0.55,0.0,0.3866,True,False,,,
beam_release,2,random,0.05,RandomForest,0.6,0.0,0.382,True,False,,,
beam_release,2,random,0.05,RandomForest,0.65,0.0,0.3789,True,False,,,
beam_release,2,random,0.05,RandomForest,0.7,0.0,0.3711,True,False,,,
beam_release,2,random,0.05,RandomForest,0.75,0.0,0.3665,True,False,,,
beam_release,2,random,0.05,RandomForest,0.8,0.0,0.3634,True,False,,,
beam_release,2,random,0.05,RandomForest,0.85,0.0,0.3602,True,False,,,
beam_release,2,random,0.05,RandomForest,0.9,0.0,0.354,True,False,,,
beam_release,2,random,0.05,RandomForest,0.95,0.0,0.3525,True,False,,,
beam_release,2,random,0.05,RandomForest,1.0,0.0,0.3494,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.0,0.01708,0.4876,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.05,0.00311,0.4689,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.1,0.00155,0.4581,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.15,0.00155,0.4441,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.2,0.00155,0.441,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.25,0.00155,0.427,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.3,0.00155,0.4193,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.35,0.0,0.4068,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.4,0.0,0.4022,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.45,0.0,0.3944,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.5,0.0,0.3882,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.55,0.0,0.3835,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.6,0.0,0.3789,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.65,0.0,0.3742,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.7,0.0,0.3696,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.75,0.0,0.3665,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.8,0.0,0.3618,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.85,0.0,0.3556,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.9,0.0,0.3556,True,False,,,
beam_release,2,random,0.05,GradientBoosting,0.95,0.0,0.354,True,False,,,
beam_release,2,random,0.05,GradientBoosting,1.0,0.0,0.3525,True,False,,,
beam_release,2,random,0.1,Ridge,0.0,0.01708,0.4876,True,False,,,
beam_release,2,random,0.1,Ridge,0.05,0.01087,0.4736,True,False,,,
beam_release,2,random,0.1,Ridge,0.1,0.00621,0.4596,True,False,,,
beam_release,2,random,0.1,Ridge,0.15,0.00311,0.4472,True,False,,,
beam_release,2,random,0.1,Ridge,0.2,0.0,0.4332,True,False,,,
beam_release,2,random,0.1,Ridge,0.25,0.0,0.427,True,False,,,
beam_release,2,random,0.1,Ridge,0.3,0.0,0.4208,True,False,,,
beam_release,2,random,0.1,Ridge,0.35,0.0,0.413,True,False,,,
beam_release,2,random,0.1,Ridge,0.4,0.0,0.4037,True,False,,,
beam_release,2,random,0.1,Ridge,0.45,0.0,0.3975,True,False,,,
beam_release,2,random,0.1,Ridge,0.5,0.0,0.3929,True,False,,,
beam_release,2,random,0.1,Ridge,0.55,0.0,0.3866,True,False,,,
beam_release,2,random,0.1,Ridge,0.6,0.0,0.382,True,False,,,
beam_release,2,random,0.1,Ridge,0.65,0.0,0.3773,True,False,,,
beam_release,2,random,0.1,Ridge,0.7,0.0,0.3742,True,False,,,
beam_release,2,random,0.1,Ridge,0.75,0.0,0.3649,True,False,,,
beam_release,2,random,0.1,Ridge,0.8,0.0,0.3571,True,False,,,
beam_release,2,random,0.1,Ridge,0.85,0.0,0.3525,True,False,,,
beam_release,2,random,0.1,Ridge,0.9,0.0,0.3447,True,False,,,
beam_release,2,random,0.1,Ridge,0.95,0.0,0.3432,True,False,,,
beam_release,2,random,0.1,Ridge,1.0,0.0,0.337,True,False,,,
beam_release,2,random,0.1,RandomForest,0.0,0.02174,0.4922,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,2,random,0.1,RandomForest,0.05,0.00776,0.4674,True,False,,,
beam_release,2,random,0.1,RandomForest,0.1,0.00466,0.4565,True,False,,,
beam_release,2,random,0.1,RandomForest,0.15,0.00311,0.4457,True,False,,,
beam_release,2,random,0.1,RandomForest,0.2,0.00311,0.441,True,False,,,
beam_release,2,random,0.1,RandomForest,0.25,0.00155,0.4317,True,False,,,
beam_release,2,random,0.1,RandomForest,0.3,0.0,0.4146,True,False,,,
beam_release,2,random,0.1,RandomForest,0.35,0.0,0.4053,True,False,,,
beam_release,2,random,0.1,RandomForest,0.4,0.0,0.4022,True,False,,,
beam_release,2,random,0.1,RandomForest,0.45,0.0,0.3975,True,False,,,
beam_release,2,random,0.1,RandomForest,0.5,0.0,0.396,True,False,,,
beam_release,2,random,0.1,RandomForest,0.55,0.0,0.3866,True,False,,,
beam_release,2,random,0.1,RandomForest,0.6,0.0,0.382,True,False,,,
beam_release,2,random,0.1,RandomForest,0.65,0.0,0.3789,True,False,,,
beam_release,2,random,0.1,RandomForest,0.7,0.0,0.3711,True,False,,,
beam_release,2,random,0.1,RandomForest,0.75,0.0,0.3665,True,False,,,
beam_release,2,random,0.1,RandomForest,0.8,0.0,0.3634,True,False,,,
beam_release,2,random,0.1,RandomForest,0.85,0.0,0.3602,True,False,,,
beam_release,2,random,0.1,RandomForest,0.9,0.0,0.354,True,False,,,
beam_release,2,random,0.1,RandomForest,0.95,0.0,0.3525,True,False,,,
beam_release,2,random,0.1,RandomForest,1.0,0.0,0.3494,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.0,0.01708,0.4876,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.05,0.00311,0.4689,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.1,0.00155,0.4581,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.15,0.00155,0.4441,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.2,0.00155,0.441,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.25,0.00155,0.427,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.3,0.00155,0.4193,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.35,0.0,0.4068,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.4,0.0,0.4022,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.45,0.0,0.3944,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.5,0.0,0.3882,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.55,0.0,0.3835,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.6,0.0,0.3789,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.65,0.0,0.3742,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.7,0.0,0.3696,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.75,0.0,0.3665,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.8,0.0,0.3618,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.85,0.0,0.3556,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.9,0.0,0.3556,True,False,,,
beam_release,2,random,0.1,GradientBoosting,0.95,0.0,0.354,True,False,,,
beam_release,2,random,0.1,GradientBoosting,1.0,0.0,0.3525,True,False,,,
beam_release,2,random,0.2,Ridge,0.0,0.01708,0.4876,True,False,,,
beam_release,2,random,0.2,Ridge,0.05,0.01087,0.4736,True,False,,,
beam_release,2,random,0.2,Ridge,0.1,0.00621,0.4596,True,False,,,
beam_release,2,random,0.2,Ridge,0.15,0.00311,0.4472,True,False,,,
beam_release,2,random,0.2,Ridge,0.2,0.0,0.4332,True,False,,,
beam_release,2,random,0.2,Ridge,0.25,0.0,0.427,True,False,,,
beam_release,2,random,0.2,Ridge,0.3,0.0,0.4208,True,False,,,
beam_release,2,random,0.2,Ridge,0.35,0.0,0.413,True,False,,,
beam_release,2,random,0.2,Ridge,0.4,0.0,0.4037,True,False,,,
beam_release,2,random,0.2,Ridge,0.45,0.0,0.3975,True,False,,,
beam_release,2,random,0.2,Ridge,0.5,0.0,0.3929,True,False,,,
beam_release,2,random,0.2,Ridge,0.55,0.0,0.3866,True,False,,,
beam_release,2,random,0.2,Ridge,0.6,0.0,0.382,True,False,,,
beam_release,2,random,0.2,Ridge,0.65,0.0,0.3773,True,False,,,
beam_release,2,random,0.2,Ridge,0.7,0.0,0.3742,True,False,,,
beam_release,2,random,0.2,Ridge,0.75,0.0,0.3649,True,False,,,
beam_release,2,random,0.2,Ridge,0.8,0.0,0.3571,True,False,,,
beam_release,2,random,0.2,Ridge,0.85,0.0,0.3525,True,False,,,
beam_release,2,random,0.2,Ridge,0.9,0.0,0.3447,True,False,,,
beam_release,2,random,0.2,Ridge,0.95,0.0,0.3432,True,False,,,
beam_release,2,random,0.2,Ridge,1.0,0.0,0.337,True,False,,,
beam_release,2,random,0.2,RandomForest,0.0,0.02174,0.4922,True,True,max inner coverage among rules with inner risk <= alpha,,
beam_release,2,random,0.2,RandomForest,0.05,0.00776,0.4674,True,False,,,
beam_release,2,random,0.2,RandomForest,0.1,0.00466,0.4565,True,False,,,
beam_release,2,random,0.2,RandomForest,0.15,0.00311,0.4457,True,False,,,
beam_release,2,random,0.2,RandomForest,0.2,0.00311,0.441,True,False,,,
beam_release,2,random,0.2,RandomForest,0.25,0.00155,0.4317,True,False,,,
beam_release,2,random,0.2,RandomForest,0.3,0.0,0.4146,True,False,,,
beam_release,2,random,0.2,RandomForest,0.35,0.0,0.4053,True,False,,,
beam_release,2,random,0.2,RandomForest,0.4,0.0,0.4022,True,False,,,
beam_release,2,random,0.2,RandomForest,0.45,0.0,0.3975,True,False,,,
beam_release,2,random,0.2,RandomForest,0.5,0.0,0.396,True,False,,,
beam_release,2,random,0.2,RandomForest,0.55,0.0,0.3866,True,False,,,
beam_release,2,random,0.2,RandomForest,0.6,0.0,0.382,True,False,,,
beam_release,2,random,0.2,RandomForest,0.65,0.0,0.3789,True,False,,,
beam_release,2,random,0.2,RandomForest,0.7,0.0,0.3711,True,False,,,
beam_release,2,random,0.2,RandomForest,0.75,0.0,0.3665,True,False,,,
beam_release,2,random,0.2,RandomForest,0.8,0.0,0.3634,True,False,,,
beam_release,2,random,0.2,RandomForest,0.85,0.0,0.3602,True,False,,,
beam_release,2,random,0.2,RandomForest,0.9,0.0,0.354,True,False,,,
beam_release,2,random,0.2,RandomForest,0.95,0.0,0.3525,True,False,,,
beam_release,2,random,0.2,RandomForest,1.0,0.0,0.3494,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.0,0.01708,0.4876,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.05,0.00311,0.4689,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.1,0.00155,0.4581,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.15,0.00155,0.4441,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.2,0.00155,0.441,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.25,0.00155,0.427,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.3,0.00155,0.4193,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.35,0.0,0.4068,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.4,0.0,0.4022,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.45,0.0,0.3944,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.5,0.0,0.3882,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.55,0.0,0.3835,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.6,0.0,0.3789,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.65,0.0,0.3742,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.7,0.0,0.3696,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.75,0.0,0.3665,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.8,0.0,0.3618,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.85,0.0,0.3556,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.9,0.0,0.3556,True,False,,,
beam_release,2,random,0.2,GradientBoosting,0.95,0.0,0.354,True,False,,,
beam_release,2,random,0.2,GradientBoosting,1.0,0.0,0.3525,True,False,,,
beam_release,2,source,0.05,Ridge,0.0,0.18168,0.5916,False,False,,,
beam_release,2,source,0.05,Ridge,0.05,0.15994,0.5668,False,False,,,
beam_release,2,source,0.05,Ridge,0.1,0.13975,0.5373,False,False,,,
beam_release,2,source,0.05,Ridge,0.15,0.12267,0.5155,False,False,,,
beam_release,2,source,0.05,Ridge,0.2,0.08696,0.472,False,False,,,
beam_release,2,source,0.05,Ridge,0.25,0.06988,0.4534,False,False,,,
beam_release,2,source,0.05,Ridge,0.3,0.04658,0.4255,True,False,,,
beam_release,2,source,0.05,Ridge,0.35,0.0264,0.4037,True,False,,,
beam_release,2,source,0.05,Ridge,0.4,0.01242,0.3851,True,False,,,
beam_release,2,source,0.05,Ridge,0.45,0.00776,0.3727,True,False,,,
beam_release,2,source,0.05,Ridge,0.5,0.00466,0.3665,True,False,,,
beam_release,2,source,0.05,Ridge,0.55,0.00311,0.3587,True,False,,,
beam_release,2,source,0.05,Ridge,0.6,0.0,0.3525,True,False,,,
beam_release,2,source,0.05,Ridge,0.65,0.0,0.3447,True,False,,,
beam_release,2,source,0.05,Ridge,0.7,0.0,0.337,True,False,,,
beam_release,2,source,0.05,Ridge,0.75,0.0,0.3292,True,False,,,
beam_release,2,source,0.05,Ridge,0.8,0.0,0.3214,True,False,,,
beam_release,2,source,0.05,Ridge,0.85,0.0,0.3168,True,False,,,
beam_release,2,source,0.05,Ridge,0.9,0.0,0.3106,True,False,,,
beam_release,2,source,0.05,Ridge,0.95,0.0,0.3028,True,False,,,
beam_release,2,source,0.05,Ridge,1.0,0.0,0.3012,True,False,,,
beam_release,2,source,0.05,RandomForest,0.0,0.16304,0.5932,False,False,,,
beam_release,2,source,0.05,RandomForest,0.05,0.15683,0.5839,False,False,,,
beam_release,2,source,0.05,RandomForest,0.1,0.12733,0.5497,False,False,,,
beam_release,2,source,0.05,RandomForest,0.15,0.1118,0.528,False,False,,,
beam_release,2,source,0.05,RandomForest,0.2,0.06366,0.4752,False,False,,,
beam_release,2,source,0.05,RandomForest,0.25,0.02329,0.4348,True,False,,,
beam_release,2,source,0.05,RandomForest,0.3,0.01863,0.427,True,False,,,
beam_release,2,source,0.05,RandomForest,0.35,0.01863,0.427,True,False,,,
beam_release,2,source,0.05,RandomForest,0.4,0.01863,0.4208,True,False,,,
beam_release,2,source,0.05,RandomForest,0.45,0.01863,0.4208,True,False,,,
beam_release,2,source,0.05,RandomForest,0.5,0.01863,0.4146,True,False,,,
beam_release,2,source,0.05,RandomForest,0.55,0.01863,0.4115,True,False,,,
beam_release,2,source,0.05,RandomForest,0.6,0.01863,0.4099,True,False,,,
beam_release,2,source,0.05,RandomForest,0.65,0.01863,0.4084,True,False,,,
