scenario,replicate,master_seed,generator_seed,split_seed,learner_seed,datasail_seed
S7,63,2026071204,969856424,763891111,1872854501,1321132435
S7,64,2026071204,3398091145,1447421761,1320904301,2203382642
S7,65,2026071204,546606848,2001340389,3888021832,1307764947
S7,66,2026071204,1859583603,1597076563,2083382597,3346494071
S7,67,2026071204,4246040860,2174203592,3999465396,1493036107
S7,68,2026071204,195659220,3441388347,71033144,1317133466
S7,69,2026071204,4065298724,1589115379,1111342416,1031912967
S7,70,2026071204,34315248,3089557011,2702927863,3427062776
S7,71,2026071204,1371102988,511758718,2743123143,1233822077
S7,72,2026071204,4156144706,2665250982,2300149828,328667187
S7,73,2026071204,2226848812,1585422769,2132057205,2800679358
S7,74,2026071204,343996758,1060279346,2080771863,2311532142
S7,75,2026071204,3019784664,1701312986,3434002629,802651604
S7,76,2026071204,1041191510,3477296320,3016723149,3182726974
S7,77,2026071204,2847274514,1975525886,2596585976,2231457261
S7,78,2026071204,243873080,678826564,431011500,3982775240
S7,79,2026071204,3528890740,684577582,3527136539,3875182123
S7,80,2026071204,2835310745,3073950263,2533606631,4082913713
S7,81,2026071204,3507823448,2873832591,1759836466,626954872
S7,82,2026071204,3304007557,315094890,1991670082,2280873431
S7,83,2026071204,1520596949,252898396,4055659229,1508232220
S7,84,2026071204,2892420598,442635132,1142172897,3282131492
S7,85,2026071204,1468013378,1063210147,4001518773,137948703
S7,86,2026071204,928948294,3749582892,3394245413,3535581401
S7,87,2026071204,3582125621,1238731867,1090167306,2251578988
S7,88,2026071204,3329087485,990000561,2158030546,3420868475
S7,89,2026071204,3560985292,3877624938,75034091,1000144647
S7,90,2026071204,3785368181,312186245,2892839434,4268674777
S7,91,2026071204,1081510031,2931197038,655979630,1456049351
S7,92,2026071204,1458897270,3824915250,1568282012,2090790664
S7,93,2026071204,1460141236,2500769820,2894478695,3067058470
S7,94,2026071204,958543575,3060165553,1190524763,940659247
S7,95,2026071204,3032874423,3004463959,3466909140,2017925535
S7,96,2026071204,1943362542,883930442,2076807463,1392553214
S7,97,2026071204,2925311247,1961659969,3474276673,2628749739
S7,98,2026071204,3106342364,277566938,3090853978,3182192692
S7,99,2026071204,2359647467,939673803,1854617896,1204421313
S9_missing10,0,2026071204,470984035,3319939584,3741322307,1384615052
S9_missing10,1,2026071204,2885437530,671077223,4236173941,2234568883
S9_missing10,2,2026071204,4099793811,1056446063,1160955370,4248750215
S9_missing10,3,2026071204,1387069717,3063979243,4209766625,2218839138
S9_missing10,4,2026071204,3186235341,1009451139,3340145364,338687381
S9_missing10,5,2026071204,1766431864,2098109468,300361700,768985689
S9_missing10,6,2026071204,2061478032,2203182119,2875329347,2461131192
S9_missing10,7,2026071204,2365975644,1832155196,215214033,2241781892
S9_missing10,8,2026071204,2759046401,3529886488,525317787,2126341961
S9_missing10,9,2026071204,306454611,96580720,3978782373,3381342177
S9_missing10,10,2026071204,3567713855,2214664009,2264858556,1532952452
S9_missing10,11,2026071204,249156736,4217091299,3695569223,2103818095
S9_missing10,12,2026071204,1248345087,3383186409,1403430054,2056297736
S9_missing10,13,2026071204,2278004073,2205347934,1278734708,3583342510
S9_missing10,14,2026071204,3002923584,3620632793,737442533,3039527906
S9_missing10,15,2026071204,2091305136,1913384651,1552246068,2384003344
S9_missing10,16,2026071204,2009129919,3866370786,646474645,1775016216
S9_missing10,17,2026071204,3920313743,776668760,1975506589,3722962022
S9_missing10,18,2026071204,4053057547,4003687603,3682101769,719737876
S9_missing10,19,2026071204,1922543855,1220539277,4030795028,121518139
S9_missing10,20,2026071204,2670463969,786390971,982989528,87036598
S9_missing10,21,2026071204,2712201414,3926976553,2541144718,2444051414
S9_missing10,22,2026071204,2969086805,766748168,748539303,4036980749
S9_missing10,23,2026071204,2198718848,4121026910,1862513621,1218405289
S9_missing10,24,2026071204,3784240186,2148721889,2287190922,2639502866
S9_missing10,25,2026071204,1793846252,1335885441,3437890527,2898742827
S9_missing10,26,2026071204,48311105,1990165153,1254943563,3861029525
S9_missing10,27,2026071204,4200215667,679097477,2622300795,4160395308
S9_missing10,28,2026071204,4225989482,977053946,2615758662,4109694064
S9_missing10,29,2026071204,2778180938,839834597,399399862,3366696443
S9_missing10,30,2026071204,4278432218,1279335611,3177527838,286350493
S9_missing10,31,2026071204,959384093,1947895627,1399481597,2808748973
S9_missing10,32,2026071204,1042818780,637359904,380964890,3812422723
S9_missing10,33,2026071204,3946525738,1672972085,3531056532,1555762615
S9_missing10,34,2026071204,3421682294,3702830953,2078655642,4100670964
S9_missing10,35,2026071204,315886627,412105701,944165450,3884787953
S9_missing10,36,2026071204,1844002189,1261653740,586502003,1078637899
S9_missing10,37,2026071204,2804833877,2192895612,1023073411,355147445
S9_missing10,38,2026071204,2826076986,551576770,2972895649,2257638843
S9_missing10,39,2026071204,558585263,3253079605,3466408660,53894391
S9_missing10,40,2026071204,3954574382,1451473829,217854051,524060563
S9_missing10,41,2026071204,138596017,4194912347,1885764067,3028352444
S9_missing10,42,2026071204,807515012,3593689071,894221998,2585912683
S9_missing10,43,2026071204,993855244,3875539888,2207210188,2933953618
S9_missing10,44,2026071204,3375519548,1903088441,133160762,3968491407
S9_missing10,45,2026071204,3200088041,3569904603,2640403379,3656942018
S9_missing10,46,2026071204,2963156618,2870008301,2123406751,3574237781
S9_missing10,47,2026071204,3944972666,531523030,588981529,32653816
S9_missing10,48,2026071204,746718980,79434925,951770298,1228575650
S9_missing10,49,2026071204,949188843,1414373606,81059806,2520921024
S9_missing10,50,2026071204,1731272187,2611542296,144778096,36129822
S9_missing10,51,2026071204,950075297,280924622,3510735231,1191815911
S9_missing10,52,2026071204,3448835444,3868727172,1048147826,289232951
S9_missing10,53,2026071204,2573408384,875412591,3812453289,3523042969
S9_missing10,54,2026071204,2451936973,170676693,424835432,787854894
S9_missing10,55,2026071204,627768229,2633573631,1609046721,201686301
S9_missing10,56,2026071204,1173779399,2300546036,159652440,732163695
S9_missing10,57,2026071204,3286254142,3974739829,4282823043,2476157826
S9_missing10,58,2026071204,1271272417,1849560475,810661357,3813000105
S9_missing10,59,2026071204,1581367525,899790811,2573220027,276929394
S9_missing10,60,2026071204,1466337694,318632746,309302586,1343681171
S9_missing10,61,2026071204,565238711,4244370722,2232475048,2713654287
S9_missing10,62,2026071204,3717464474,2854972450,2223675945,3075354597
S9_missing10,63,2026071204,764295033,3259904786,928699016,595731912
S9_missing10,64,2026071204,3847520312,292202968,3211850243,719356571
S9_missing10,65,2026071204,2677497171,644287181,2026389537,1789030099
S9_missing10,66,2026071204,1131657350,3873077760,112376441,929974214
S9_missing10,67,2026071204,216990460,2008235119,2585931463,2485592585
S9_missing10,68,2026071204,596090667,60213379,3703460777,589846863
S9_missing10,69,2026071204,1143452339,783607657,1228809320,1646371486
S9_missing10,70,2026071204,3086071516,3526264408,1486871984,2797472545
S9_missing10,71,2026071204,3762387070,1453359942,2019493303,1267631182
S9_missing10,72,2026071204,311351732,1511507292,1073256016,1837150256
S9_missing10,73,2026071204,2461009938,1304181135,3933955231,637414371
S9_missing10,74,2026071204,4186400903,1771964367,2230638179,2877118650
S9_missing10,75,2026071204,1875166885,1793952502,3164585515,872101631
S9_missing10,76,2026071204,3244242035,3669937052,2134346966,2314764289
S9_missing10,77,2026071204,3870282967,3132653905,139853238,2121381434
S9_missing10,78,2026071204,3901037404,2667504116,2116165369,3540171094
S9_missing10,79,2026071204,2188823117,92898568,3444320930,340507573
S9_missing10,80,2026071204,112455923,4219454853,679450884,3842650617
S9_missing10,81,2026071204,221108950,221846449,2109849015,1705891387
S9_missing10,82,2026071204,3386331990,1649539795,4018035213,984172621
S9_missing10,83,2026071204,446811886,583336627,3654536871,1943213063
S9_missing10,84,2026071204,2519959475,249743656,3577874535,2559893217
S9_missing10,85,2026071204,592765837,118460448,1518431317,1573603935
S9_missing10,86,2026071204,3186757701,4089605483,783644367,3618450367
S9_missing10,87,2026071204,378371340,3767770897,3675007928,1291896548
S9_missing10,88,2026071204,2143089506,1658657978,3138270023,190647788
S9_missing10,89,2026071204,2564850930,3346831969,1722668562,2508173344
S9_missing10,90,2026071204,3525203312,1829082450,1450859658,685261689
S9_missing10,91,2026071204,1317064279,2183833882,2636761779,4246997014
S9_missing10,92,2026071204,3384377095,882976294,2015466765,1738295657
S9_missing10,93,2026071204,4293081060,4058064776,4093882299,2326950642
S9_missing10,94,2026071204,2398349105,908108056,818476977,936088698
S9_missing10,95,2026071204,2957997049,1823848093,3501739281,421611904
S9_missing10,96,2026071204,3479923957,2978412175,1243975341,1151187453
S9_missing10,97,2026071204,590712418,840251771,13091947,1152993893
S9_missing10,98,2026071204,2601050577,3416749384,757559699,3877432424
S9_missing10,99,2026071204,2935253371,4090771017,3930535635,3221037289
S9_missing30,0,2026071204,221576672,1189783825,232307513,1259385513
S9_missing30,1,2026071204,3083322544,2684729593,2960257907,229773080
S9_missing30,2,2026071204,130634687,3209351499,3947184318,115580336
S9_missing30,3,2026071204,2529381641,1731076014,1671813034,3953675127
S9_missing30,4,2026071204,3350694705,3847853094,3734345768,1570507521
S9_missing30,5,2026071204,499554941,2511934509,1582748160,1145942011
S9_missing30,6,2026071204,719651441,3169126040,292750844,317127993
S9_missing30,7,2026071204,1567969097,2735421024,3881210492,2296556032
S9_missing30,8,2026071204,1215865262,2466296749,922023488,2461628186
S9_missing30,9,2026071204,355117920,225861042,777671029,716533290
S9_missing30,10,2026071204,3977821675,3970952957,3233192343,2109507724
S9_missing30,11,2026071204,291729091,269159349,3052445207,3376337865
S9_missing30,12,2026071204,255812936,3713323770,750732090,4235190298
S9_missing30,13,2026071204,199492615,937574087,3906917570,2220948300
S9_missing30,14,2026071204,3224384122,1817870710,1299456211,3004157816
S9_missing30,15,2026071204,3903634122,2565525621,1825559543,2242942121
S9_missing30,16,2026071204,2299893712,1163147560,2080900799,1855491926
S9_missing30,17,2026071204,3789468898,3627336239,3365298247,1697556343
S9_missing30,18,2026071204,2548644650,2268681371,2402540414,2360580855
S9_missing30,19,2026071204,3450148687,1515171236,294172560,3500581231
S9_missing30,20,2026071204,3732265643,2062392380,1996868789,1336495537
S9_missing30,21,2026071204,1621033608,2866519911,1135603690,4076855645
S9_missing30,22,2026071204,2160827145,1938153613,2187989157,2218232664
S9_missing30,23,2026071204,896779421,2346152658,1715438883,3702901582
S9_missing30,24,2026071204,2391122261,1715279134,1629389612,2095330254
S9_missing30,25,2026071204,1805619707,3751748985,660864650,3227207962
S9_missing30,26,2026071204,3847348884,2907734540,3617089610,2044845611
S9_missing30,27,2026071204,560125391,694769741,3062291081,256984174
S9_missing30,28,2026071204,4006142358,152180853,2527964829,2891317220
S9_missing30,29,2026071204,419832089,1682540975,1293421737,684615406
S9_missing30,30,2026071204,2611330449,496042570,2812081126,3504351577
S9_missing30,31,2026071204,3136301659,2064458380,3027419956,4029288684
S9_missing30,32,2026071204,3712913,3450068176,300802271,1424251198
S9_missing30,33,2026071204,4193957753,2032374799,3267333457,486666143
S9_missing30,34,2026071204,3645619332,4101125332,3378503375,1553610642
S9_missing30,35,2026071204,1999719481,79831088,3324830345,3214945397
S9_missing30,36,2026071204,2410416714,4272360328,335082725,2547620532
S9_missing30,37,2026071204,3902439800,94143321,2299036468,550033828
S9_missing30,38,2026071204,1781674168,3572586612,805516959,3046182182
S9_missing30,39,2026071204,3161073030,124224384,3760217246,3627613641
S9_missing30,40,2026071204,2497279837,1244036299,2533994262,859706705
S9_missing30,41,2026071204,4194523951,1268786357,4206459491,3886185817
S9_missing30,42,2026071204,1925766738,2832087141,3529009844,2441551931
S9_missing30,43,2026071204,2213580158,807892304,1783615386,241111898
S9_missing30,44,2026071204,23454408,1470957435,3829562402,48458923
S9_missing30,45,2026071204,470213483,38409438,356273651,1630151612
S9_missing30,46,2026071204,2853226728,2828771810,3397793641,2423423437
S9_missing30,47,2026071204,2269282162,1013850559,1145566069,4066114577
S9_missing30,48,2026071204,393027558,777889265,2117307014,4161058170
S9_missing30,49,2026071204,3355690821,2100327649,1816473838,586371600
S9_missing30,50,2026071204,4146395777,3431638857,3901593101,2283720710
S9_missing30,51,2026071204,2846381550,627368960,170579329,1928398610
S9_missing30,52,2026071204,3358302323,781436337,2550556293,3571873005
S9_missing30,53,2026071204,874110909,1888873368,1803294375,1149523511
S9_missing30,54,2026071204,1236793935,961720032,1351986248,3816895436
S9_missing30,55,2026071204,876114890,3892073001,429982509,4286451874
S9_missing30,56,2026071204,997835455,3137433102,3371602642,1588065322
S9_missing30,57,2026071204,1495205186,3799086654,4278575171,569422422
S9_missing30,58,2026071204,3823253341,1244794294,1256103971,1894012969
S9_missing30,59,2026071204,1301646264,42448020,2128158411,2385697032
S9_missing30,60,2026071204,3637679539,2007511686,4294643372,1867214871
S9_missing30,61,2026071204,3072615450,640992915,2372393702,74461545
S9_missing30,62,2026071204,3793191365,2959366232,3774389519,1471390164
S9_missing30,63,2026071204,1495754719,780373204,2313393101,1056655013
S9_missing30,64,2026071204,1213668281,1980800849,1240230556,426188596
S9_missing30,65,2026071204,1668277850,354223591,3238417757,3379129345
S9_missing30,66,2026071204,1593421643,266457906,1399664529,3167831092
S9_missing30,67,2026071204,1074177624,1102608465,996441399,3304889175
S9_missing30,68,2026071204,1940443342,3320612973,4185977152,2002359402
S9_missing30,69,2026071204,1965698060,1337030360,2259009110,680933021
S9_missing30,70,2026071204,2339142258,147181693,1056607539,3966070420
S9_missing30,71,2026071204,548281707,717492355,3476232653,3123747326
S9_missing30,72,2026071204,1775143571,320931950,1705903830,3497019232
S9_missing30,73,2026071204,2135941785,160871394,3781694789,708114537
S9_missing30,74,2026071204,78269943,3251792628,3291342226,641575506
S9_missing30,75,2026071204,2278356927,1767679904,4292320050,3906294875
S9_missing30,76,2026071204,3294101995,358774640,3637861876,4092694145
S9_missing30,77,2026071204,4026144880,3087857800,2268578186,2050944019
S9_missing30,78,2026071204,1614790250,2625042170,2784426964,3472339917
S9_missing30,79,2026071204,2454040661,2710261192,2828122051,3318752621
S9_missing30,80,2026071204,23499232,1467259744,328814212,4065801258
S9_missing30,81,2026071204,39478059,964906451,3441948964,695078972
S9_missing30,82,2026071204,1207616030,653432783,3106282912,571541079
S9_missing30,83,2026071204,2010934381,1633227286,2472097597,950835256
S9_missing30,84,2026071204,3611015253,2065773869,2309527955,519445413
S9_missing30,85,2026071204,3284082578,362308587,1453361248,768287331
S9_missing30,86,2026071204,3665223576,4243760062,2080782093,2389005910
S9_missing30,87,2026071204,702364194,4231970808,4118473854,1708521905
S9_missing30,88,2026071204,903004581,2657139662,783062825,3275218411
S9_missing30,89,2026071204,1834228514,1154186866,2726658893,3663054693
S9_missing30,90,2026071204,1169535927,1803110997,3743544966,2748724385
S9_missing30,91,2026071204,3901851733,3444617955,2142871099,924331001
S9_missing30,92,2026071204,1552574378,1302873721,2891965949,3892466248
S9_missing30,93,2026071204,2088486266,1043238616,2259711711,25590841
S9_missing30,94,2026071204,199233058,3191609325,3996057006,3352983746
S9_missing30,95,2026071204,2342654157,2326373005,2128178836,1863176271
S9_missing30,96,2026071204,3531986998,106770221,3835334619,2757533962
S9_missing30,97,2026071204,2968472671,2816654252,488191292,3004433857
S9_missing30,98,2026071204,2284156574,105861818,1890865482,920841996
S9_missing30,99,2026071204,2318330517,2949035388,824183040,830822349
S9_corrupt5,0,2026071204,1036294569,2034003962,1440712208,1889761123
S9_corrupt5,1,2026071204,4283349333,215346429,2854632703,2435122203
S9_corrupt5,2,2026071204,23183406,2252505524,3442854712,4108027631
S9_corrupt5,3,2026071204,1402815477,273849705,2515897391,1122517589
S9_corrupt5,4,2026071204,514300146,1774583154,3157477565,2458898833
S9_corrupt5,5,2026071204,912334819,3348787337,1432265050,3593780937
S9_corrupt5,6,2026071204,3449930637,1796310148,657448888,1406522162
S9_corrupt5,7,2026071204,3231492702,1466072787,2910251446,2036229689
S9_corrupt5,8,2026071204,3715714154,647812008,654685384,2785317874
S9_corrupt5,9,2026071204,3511351225,2398583467,799033125,3817046381
S9_corrupt5,10,2026071204,1124056639,104854716,1930945850,171489973
S9_corrupt5,11,2026071204,2384210278,3670854073,1918000453,3902020051
S9_corrupt5,12,2026071204,1750100617,3131364427,574645158,3047380741
S9_corrupt5,13,2026071204,3470643436,559998432,2337657498,741903806
S9_corrupt5,14,2026071204,3230385110,418937399,1891269724,1744225456
S9_corrupt5,15,2026071204,3585010721,4205339577,3566985739,1307303027
S9_corrupt5,16,2026071204,2792406449,1419226197,3072221869,1578454046
S9_corrupt5,17,2026071204,3321615298,2211391420,824726410,2193948030
S9_corrupt5,18,2026071204,25855903,3028785629,731432344,2804988568
S9_corrupt5,19,2026071204,327775550,2831221096,2834168485,2499831328
S9_corrupt5,20,2026071204,3839466126,1522715756,2752308100,3495708780
S9_corrupt5,21,2026071204,2233403843,443904555,864884490,3079703559
S9_corrupt5,22,2026071204,777269564,2033880449,1860038535,3116670713
S9_corrupt5,23,2026071204,2404981020,4118774115,1615394730,1198516901
S9_corrupt5,24,2026071204,3774560958,3307934809,3218390631,4208764172
S9_corrupt5,25,2026071204,4268929834,4018568948,3011845080,958100022
S9_corrupt5,26,2026071204,2185815183,2516495136,118046037,3871092112
S9_corrupt5,27,2026071204,2304871242,568674644,3157869791,1062478226
S9_corrupt5,28,2026071204,112210606,3480703735,3455308288,4077670999
S9_corrupt5,29,2026071204,3122009718,4064362688,3236032007,1223379668
S9_corrupt5,30,2026071204,1048949043,1413689052,251746161,2717937032
S9_corrupt5,31,2026071204,3505094894,592852381,3488020476,3065380247
S9_corrupt5,32,2026071204,3112441451,1050856390,3848779210,3986686125
S9_corrupt5,33,2026071204,2690721858,581487322,585557623,2798438172
S9_corrupt5,34,2026071204,4180467336,1378158920,809322818,429610900
S9_corrupt5,35,2026071204,2867522962,494576867,3854139830,3134015922
S9_corrupt5,36,2026071204,633541095,2373005783,4169999282,3560430648
S9_corrupt5,37,2026071204,1887746007,2564290638,1014388126,1242152729
S9_corrupt5,38,2026071204,2693738155,3255687326,3517272647,1796260433
S9_corrupt5,39,2026071204,336648508,2205980754,266067084,3871542244
S9_corrupt5,40,2026071204,3758012137,2162384077,934250887,3394875609
S9_corrupt5,41,2026071204,581944541,2867613348,3262967843,2320258131
S9_corrupt5,42,2026071204,2133034771,1026413299,1971688400,1478834848
S9_corrupt5,43,2026071204,3073102326,2147503954,455507806,503339856
S9_corrupt5,44,2026071204,1851704019,2535506511,1735248141,3538585106
S9_corrupt5,45,2026071204,3760583621,235857860,1394241495,4024047863
S9_corrupt5,46,2026071204,748352154,459310991,2259763196,1008560944
S9_corrupt5,47,2026071204,3039924038,846940007,3713147208,2133760812
S9_corrupt5,48,2026071204,1984252802,3537647636,3664390536,3607330905
S9_corrupt5,49,2026071204,2817981387,1562277882,2957981244,1220841919
S9_corrupt5,50,2026071204,1848895714,4006119656,2547642462,1163789728
S9_corrupt5,51,2026071204,2145366396,2770205631,1789615738,364291702
S9_corrupt5,52,2026071204,2680653732,1237278134,2153281942,4099799939
S9_corrupt5,53,2026071204,2927317884,2352208618,3831836125,2597878376
S9_corrupt5,54,2026071204,1641991266,1681052556,1517081995,3729549435
S9_corrupt5,55,2026071204,777738905,2068000875,587284262,2571323156
S9_corrupt5,56,2026071204,79511204,175915748,4016841358,128772422
S9_corrupt5,57,2026071204,3455763076,2986376529,1511828380,1389968058
S9_corrupt5,58,2026071204,3168516898,883015161,2860980280,3437407012
S9_corrupt5,59,2026071204,663623947,4180715575,1950753720,3389574342
S9_corrupt5,60,2026071204,1207379100,1332168378,497432480,617707351
S9_corrupt5,61,2026071204,555195292,2032235995,2650714027,2750359587
S9_corrupt5,62,2026071204,3504636051,2451082697,3231470892,4072602534
S9_corrupt5,63,2026071204,1647028202,2515390653,3418365683,4037471572
S9_corrupt5,64,2026071204,3590523194,167475444,1626444325,2471703527
S9_corrupt5,65,2026071204,3871772192,4141767942,2208314297,203870519
S9_corrupt5,66,2026071204,2930326957,1125072722,3203453075,1961740886
S9_corrupt5,67,2026071204,3905660059,3440974670,1429995061,18126257
S9_corrupt5,68,2026071204,2989642115,1670223727,2343396334,1225533511
S9_corrupt5,69,2026071204,3739611710,1937801146,1542796096,876382032
S9_corrupt5,70,2026071204,1980536996,2640072506,218144461,2298477186
S9_corrupt5,71,2026071204,3442907388,2403053218,1494558061,3263712152
S9_corrupt5,72,2026071204,2629699698,576564214,1746261487,2016173509
S9_corrupt5,73,2026071204,3629127016,328802112,1197090617,2130766011
S9_corrupt5,74,2026071204,4207954859,3342249564,22061820,1126463320
S9_corrupt5,75,2026071204,3692767892,2029547152,3424137457,2296388634
S9_corrupt5,76,2026071204,408291831,3441524611,1615058391,66934841
S9_corrupt5,77,2026071204,834335340,259425358,1121424190,2689893157
S9_corrupt5,78,2026071204,2219984650,2624592395,1391368283,3544964910
S9_corrupt5,79,2026071204,2013474599,1692051063,2838327958,420982308
S9_corrupt5,80,2026071204,1876731018,4135246307,2471940078,697346123
S9_corrupt5,81,2026071204,1483118796,2083486852,3738380043,3182658906
S9_corrupt5,82,2026071204,1717117283,1971507577,762684244,393171926
S9_corrupt5,83,2026071204,713073036,3613553352,11655928,195466007
S9_corrupt5,84,2026071204,1736477456,4161143335,4151301281,3136839910
S9_corrupt5,85,2026071204,2888814491,856749978,1304264228,4221792114
S9_corrupt5,86,2026071204,2501177072,1314275876,2041619667,2462130106
S9_corrupt5,87,2026071204,1367636731,1734271703,945962650,1173367312
S9_corrupt5,88,2026071204,4113820836,3744731816,836496254,283737883
S9_corrupt5,89,2026071204,1928840783,4058444280,1470168039,2874929196
S9_corrupt5,90,2026071204,903590639,674493502,3862091844,1176390449
S9_corrupt5,91,2026071204,3445766816,3057713632,2707277053,1340153302
S9_corrupt5,92,2026071204,3382113828,2039932215,3111147479,2209906415
S9_corrupt5,93,2026071204,48164216,1404992003,1572025432,1116562142
S9_corrupt5,94,2026071204,462001367,3647126910,1937001871,3665753373
S9_corrupt5,95,2026071204,1062807527,1507401160,2375295471,4035596009
S9_corrupt5,96,2026071204,222615797,1475469231,2551141864,3253741959
S9_corrupt5,97,2026071204,3360910916,238377755,556271661,2366363415
S9_corrupt5,98,2026071204,765770301,3781240027,2617449528,3078177717
S9_corrupt5,99,2026071204,1707974025,2486140082,54392258,2344418915
CORE_0_0_0.35,0,2026071204,3008059409,2873701232,1146683152,2680906619
CORE_0_0_0.35,1,2026071204,2390006620,2914364556,2252424210,3031037394
CORE_0_0_0.35,2,2026071204,1137696684,4112838785,2378956119,3809800248
CORE_0_0_0.35,3,2026071204,3974412933,3267345903,1747681436,3799891482
CORE_0_0_0.35,4,2026071204,1032047347,4186087011,3643479877,2031232421
CORE_0_0_0.35,5,2026071204,2359239086,3088482985,2117532706,3784190794
CORE_0_0_0.35,6,2026071204,380067914,1344970430,1084584118,264192084
CORE_0_0_0.35,7,2026071204,560315211,3420270346,3675705070,4203729782
CORE_0_0_0.35,8,2026071204,362312297,2008242861,3345731575,4202182580
CORE_0_0_0.35,9,2026071204,3254367563,3168618078,132130476,4080496546
CORE_0_0_0.35,10,2026071204,2811721297,1579183071,1092406081,2407820665
CORE_0_0_0.35,11,2026071204,2784538599,2596642152,409233216,2791796067
CORE_0_0_0.35,12,2026071204,1944314140,1519460321,3322842847,2821147157
CORE_0_0_0.35,13,2026071204,1150285113,4134967673,3498429521,3417497791
CORE_0_0_0.35,14,2026071204,3110733622,3660249400,705061303,1162985336
CORE_0_0_0.35,15,2026071204,167277282,1418335393,4121211461,2150713432
CORE_0_0_0.35,16,2026071204,3216983910,1117314871,175455905,998094953
CORE_0_0_0.35,17,2026071204,91911070,1348079143,2105442264,931230951
CORE_0_0_0.35,18,2026071204,1259320593,3485561309,2625313448,599863402
CORE_0_0_0.35,19,2026071204,2834980599,697437809,1223453214,1320030148
CORE_0_0_0.35,20,2026071204,3819569123,2945895535,2261901110,578167201
CORE_0_0_0.35,21,2026071204,3059335472,394223877,808728415,1489438036
CORE_0_0_0.35,22,2026071204,1740751881,445626548,276589905,4002901578
CORE_0_0_0.35,23,2026071204,670102948,1177894986,3117474662,26247561
CORE_0_0_0.35,24,2026071204,3220321407,731076232,1066557210,1666669303
CORE_0_0_0.35,25,2026071204,2471810829,2196363937,881756073,11305618
CORE_0_0_0.35,26,2026071204,1378447973,631593227,92138332,3905484737
CORE_0_0_0.35,27,2026071204,3548516520,3383518007,526632187,3247663466
CORE_0_0_0.35,28,2026071204,803770074,2131145639,1052973811,3511124240
CORE_0_0_0.35,29,2026071204,2550255042,1261370636,1215061400,1996876705
CORE_0_0_0.35,30,2026071204,3418207562,1880002587,2257855896,442139910
CORE_0_0_0.35,31,2026071204,2536705451,2602499512,2105131302,2670220967
CORE_0_0_0.35,32,2026071204,896198141,4092951684,2547351877,42538417
CORE_0_0_0.35,33,2026071204,3121512359,3472137324,2789443144,1697010789
CORE_0_0_0.35,34,2026071204,211433616,1185910027,327770054,1544174101
CORE_0_0_0.35,35,2026071204,2634319870,2092191581,2095030359,74960855
CORE_0_0_0.35,36,2026071204,1087707044,3490668964,3038185355,1465179480
CORE_0_0_0.35,37,2026071204,3810857489,3131683659,843703050,469238195
CORE_0_0_0.35,38,2026071204,791259287,3246068188,138456073,2337052989
CORE_0_0_0.35,39,2026071204,899227303,3824719524,659762198,2477730746
CORE_0_0_0.35,40,2026071204,2779695799,3079257150,2162760821,1565270784
CORE_0_0_0.35,41,2026071204,3972367625,1503569205,1443592625,1739406980
CORE_0_0_0.35,42,2026071204,3891281934,2381642131,3336341968,916071311
CORE_0_0_0.35,43,2026071204,3296879031,3374554255,3883881636,2820167595
CORE_0_0_0.35,44,2026071204,1670110678,2098412252,3394553260,1062055645
CORE_0_0_0.35,45,2026071204,1236716785,3369324397,3344236449,2049483300
CORE_0_0_0.35,46,2026071204,428452783,1471188831,105871506,3842523973
CORE_0_0_0.35,47,2026071204,292638459,1347270017,1775080170,1726710748
CORE_0_0_0.35,48,2026071204,1368881904,844795162,2198852414,2525321287
CORE_0_0_0.35,49,2026071204,1098685927,808670137,1916247867,2208932597
CORE_0_0_0.35,50,2026071204,1083020460,2620168491,2111208218,85277833
CORE_0_0_0.35,51,2026071204,1717243445,2773179047,377006203,2323964175
CORE_0_0_0.35,52,2026071204,400238293,3402718973,2073359297,3307792045
CORE_0_0_0.35,53,2026071204,1179864180,72538743,2818144773,1841502287
CORE_0_0_0.35,54,2026071204,2081362653,3087804797,3028736278,1679428229
CORE_0_0_0.35,55,2026071204,2706473697,4290083579,27640818,2961851725
CORE_0_0_0.35,56,2026071204,1861569947,4198013469,3464187960,3898879567
CORE_0_0_0.35,57,2026071204,819932608,522582180,1802983031,2888604740
CORE_0_0_0.35,58,2026071204,1873684883,3871264452,3836002175,2509667685
CORE_0_0_0.35,59,2026071204,3338062346,2780317391,1612754350,3149455409
CORE_0_0_0.35,60,2026071204,2989807445,1589429627,597275655,654551629
CORE_0_0_0.35,61,2026071204,1097838557,604249045,3686895217,1131928840
CORE_0_0_0.35,62,2026071204,1147085497,3558813051,3028377770,1008839138
CORE_0_0_0.35,63,2026071204,2857846549,1224919603,1411455542,4051745383
CORE_0_0_0.35,64,2026071204,1151457354,3093317514,1734501134,3152852176
CORE_0_0_0.35,65,2026071204,156181428,13761627,2952186379,279385466
CORE_0_0_0.35,66,2026071204,3111791850,758316552,4206250027,908796182
CORE_0_0_0.35,67,2026071204,952643829,1405914920,295083209,3840362584
CORE_0_0_0.35,68,2026071204,3204447811,2222836088,3971804978,3178896580
CORE_0_0_0.35,69,2026071204,1628531825,1981690457,3872320331,930517251
CORE_0_0_0.35,70,2026071204,1674713253,3425100243,3325547675,1636491894
CORE_0_0_0.35,71,2026071204,30470690,3377259279,2713925934,1173317602
CORE_0_0_0.35,72,2026071204,1163390787,57875688,3798668193,1554030681
